species,life_stage,depth,suit
steelhead,adult,2.37,0.5
steelhead,adult,2.38,0.5
steelhead,adult,2.39,0.5
steelhead,adult,2.4,0.5
steelhead,adult,2.41,0.5
steelhead,adult,2.42,0.5
steelhead,adult,2.43,0.5
steelhead,adult,2.44,0.5
steelhead,adult,2.45,0.5
steelhead,adult,2.46,0.5
steelhead,adult,2.47,0.5
steelhead,adult,2.48,0.5
steelhead,adult,2.49,0.5
steelhead,adult,2.5,0.5
steelhead,adult,2.51,0.5
steelhead,adult,2.52,0.5
steelhead,adult,2.53,0.5
steelhead,adult,2.54,0.5
steelhead,adult,2.55,0.5
steelhead,adult,2.56,0.5
steelhead,adult,2.57,0.5
steelhead,adult,2.58,0.5
steelhead,adult,2.59,0.5
steelhead,adult,2.6,0.5
steelhead,adult,2.61,0.5
steelhead,adult,2.62,0.5
steelhead,adult,2.63,0.5
steelhead,adult,2.64,0.5
steelhead,adult,2.65,0.5
steelhead,adult,2.66,0.5
steelhead,adult,2.67,0.5
steelhead,adult,2.68,0.5
steelhead,adult,2.69,0.5
steelhead,adult,2.7,0.5
steelhead,adult,2.71,0.5
steelhead,adult,2.72,0.5
steelhead,adult,2.73,0.5
steelhead,adult,2.74,0.5
steelhead,adult,2.75,0.5
steelhead,adult,2.76,0.5
steelhead,adult,2.77,0.5
steelhead,adult,2.78,0.5
steelhead,adult,2.79,0.5
steelhead,adult,2.8,0.5
steelhead,adult,2.81,0.5
steelhead,adult,2.82,0.5
steelhead,adult,2.83,0.5
steelhead,adult,2.84,0.5
steelhead,adult,2.85,0.5
steelhead,adult,2.86,0.5
steelhead,adult,2.87,0.5
steelhead,adult,2.88,0.5
steelhead,adult,2.89,0.5
steelhead,adult,2.9,0.5
steelhead,adult,2.91,0.5
steelhead,adult,2.92,0.5
steelhead,adult,2.93,0.5
steelhead,adult,2.94,0.5
steelhead,adult,2.95,0.5
steelhead,adult,2.96,0.5
steelhead,adult,2.97,0.5
steelhead,adult,2.98,0.5
steelhead,adult,2.99,0.5
steelhead,adult,3,0.5
steelhead,adult,3.01,0.5
steelhead,adult,3.02,0.5
steelhead,adult,3.03,0.5
steelhead,adult,3.04,0.5
steelhead,adult,3.05,0.5
steelhead,adult,3.06,0.5
steelhead,adult,3.07,0.5
steelhead,adult,3.08,0.5
steelhead,adult,3.09,0.5
steelhead,adult,3.1,0.5
steelhead,adult,3.11,0.5
steelhead,adult,3.12,0.5
steelhead,adult,3.13,0.5
steelhead,adult,3.14,0.5
steelhead,adult,3.15,0.5
steelhead,adult,3.16,0.5
steelhead,adult,3.17,0.5
steelhead,adult,3.18,0.5
steelhead,adult,3.19,0.5
steelhead,adult,3.2,0.5
steelhead,adult,3.21,0.5
steelhead,adult,3.22,0.5
steelhead,adult,3.23,0.5
steelhead,adult,3.24,0.5
steelhead,adult,3.25,0.5
steelhead,adult,3.26,0.5
steelhead,adult,3.27,0.5
steelhead,adult,3.28,0.5
steelhead,adult,3.29,0.5
steelhead,adult,3.3,0.5
steelhead,adult,3.31,0.5
steelhead,adult,3.32,0.5
steelhead,adult,3.33,0.5
steelhead,adult,3.34,0.5
steelhead,adult,3.35,0.5
steelhead,adult,3.36,0.5
steelhead,adult,3.37,0.5
steelhead,adult,3.38,0.5
steelhead,adult,3.39,0.5
steelhead,adult,3.4,0.5
steelhead,adult,3.41,0.5
steelhead,adult,3.42,0.5
steelhead,adult,3.43,0.5
steelhead,adult,3.44,0.5
steelhead,adult,3.45,0.5
steelhead,adult,3.46,0.5
steelhead,adult,3.47,0.5
steelhead,adult,3.48,0.5
steelhead,adult,3.49,0.5
steelhead,adult,3.5,0.5
steelhead,adult,3.51,0.5
steelhead,adult,3.52,0.5
steelhead,adult,3.53,0.5
steelhead,adult,3.54,0.5
steelhead,adult,3.55,0.5
steelhead,adult,3.56,0.5
steelhead,adult,3.57,0.5
steelhead,adult,3.58,0.5
steelhead,adult,3.59,0.5
steelhead,adult,3.6,0.5
steelhead,adult,3.61,0.5
steelhead,adult,3.62,0.5
steelhead,adult,3.63,0.5
steelhead,adult,3.64,0.5
steelhead,adult,3.65,0.5
steelhead,adult,3.66,0.5
steelhead,adult,3.67,0.5
steelhead,adult,3.68,0.5
steelhead,adult,3.69,0.5
steelhead,adult,3.7,0.5
steelhead,adult,3.71,0.5
steelhead,adult,3.72,0.5
steelhead,adult,3.73,0.5
steelhead,adult,3.74,0.5
steelhead,adult,3.75,0.5
steelhead,adult,3.76,0.5
steelhead,adult,3.77,0.5
steelhead,adult,3.78,0.5
steelhead,adult,3.79,0.5
steelhead,adult,3.8,0.5
steelhead,adult,3.81,0.5
steelhead,adult,3.82,0.5
steelhead,adult,3.83,0.5
steelhead,adult,3.84,0.5
steelhead,adult,3.85,0.5
steelhead,adult,3.86,0.5
steelhead,adult,3.87,0.5
steelhead,adult,3.88,0.5
steelhead,adult,3.89,0.5
steelhead,adult,3.9,0.5
steelhead,adult,3.91,0.5
steelhead,adult,3.92,0.5
steelhead,adult,3.93,0.5
steelhead,adult,3.94,0.5
steelhead,adult,3.95,0.5
steelhead,adult,3.96,0.5
steelhead,adult,3.97,0.5
steelhead,adult,3.98,0.5
steelhead,adult,3.99,0.5
steelhead,adult,4,0.5
steelhead,fry,0,0
steelhead,fry,0.01,0.2
steelhead,fry,0.02,0.4
steelhead,fry,0.03,0.6
steelhead,fry,0.04,0.8
steelhead,fry,0.05,1
steelhead,fry,0.06,1
steelhead,fry,0.07,1
steelhead,fry,0.08,1
steelhead,fry,0.09,1
steelhead,fry,0.1,1
steelhead,fry,0.11,1
steelhead,fry,0.12,1
steelhead,fry,0.13,1
steelhead,fry,0.14,1
steelhead,fry,0.15,1
steelhead,fry,0.16,1
steelhead,fry,0.17,1
steelhead,fry,0.18,1
steelhead,fry,0.19,1
steelhead,fry,0.2,1
steelhead,fry,0.21,1
steelhead,fry,0.22,1
steelhead,fry,0.23,1
steelhead,fry,0.24,1
steelhead,fry,0.25,1
steelhead,fry,0.26,0.97
steelhead,fry,0.27,0.94
steelhead,fry,0.28,0.91
steelhead,fry,0.29,0.88
steelhead,fry,0.3,0.85
steelhead,fry,0.31,0.82
steelhead,fry,0.32,0.78
steelhead,fry,0.33,0.75
steelhead,fry,0.34,0.71
steelhead,fry,0.35,0.68
steelhead,fry,0.36,0.65
steelhead,fry,0.37,0.62
steelhead,fry,0.38,0.58
steelhead,fry,0.39,0.55
steelhead,fry,0.4,0.52
steelhead,fry,0.41,0.48
steelhead,fry,0.42,0.46
steelhead,fry,0.43,0.43
steelhead,fry,0.44,0.4
steelhead,fry,0.45,0.38
steelhead,fry,0.46,0.36
steelhead,fry,0.47,0.34
steelhead,fry,0.48,0.31
steelhead,fry,0.49,0.29
steelhead,fry,0.5,0.27
steelhead,fry,0.51,0.25
steelhead,fry,0.52,0.23
steelhead,fry,0.53,0.22
steelhead,fry,0.54,0.2
steelhead,fry,0.55,0.18
steelhead,fry,0.56,0.17
steelhead,fry,0.57,0.16
steelhead,fry,0.58,0.15
steelhead,fry,0.59,0.14
steelhead,fry,0.6,0.13
steelhead,fry,0.61,0.12
steelhead,fry,0.62,0.12
steelhead,fry,0.63,0.11
steelhead,fry,0.64,0.11
steelhead,fry,0.65,0.1
steelhead,fry,0.66,0.1
steelhead,fry,0.67,0.1
steelhead,fry,0.68,0.1
steelhead,fry,0.69,0.1
steelhead,fry,0.7,0.1
steelhead,fry,0.71,0.1
steelhead,fry,0.72,0.1
steelhead,fry,0.73,0.1
steelhead,fry,0.74,0.1
steelhead,fry,0.75,0.1
steelhead,fry,0.76,0.1
steelhead,fry,0.77,0.1
steelhead,fry,0.78,0.1
steelhead,fry,0.79,0.1
steelhead,fry,0.8,0.1
steelhead,fry,0.81,0.1
steelhead,fry,0.82,0.1
steelhead,fry,0.83,0.1
steelhead,fry,0.84,0.1
steelhead,fry,0.85,0.1
steelhead,fry,0.86,0.1
steelhead,fry,0.87,0.1
steelhead,fry,0.88,0.1
steelhead,fry,0.89,0.1
steelhead,fry,0.9,0.1
steelhead,fry,0.91,0.1
steelhead,fry,0.92,0.1
steelhead,fry,0.93,0.1
steelhead,fry,0.94,0.1
steelhead,fry,0.95,0.1
steelhead,fry,0.96,0.1
steelhead,fry,0.97,0.1
steelhead,fry,0.98,0.1
steelhead,fry,0.99,0.1
steelhead,fry,1,0.1
steelhead,fry,1.01,0.1
steelhead,fry,1.02,0.1
steelhead,fry,1.03,0.1
steelhead,fry,1.04,0.1
steelhead,fry,1.05,0.1
steelhead,fry,1.06,0.1
steelhead,fry,1.07,0.1
steelhead,fry,1.08,0.1
steelhead,fry,1.09,0.1
steelhead,fry,1.1,0.1
steelhead,fry,1.11,0.1
steelhead,fry,1.12,0.1
steelhead,fry,1.13,0.1
steelhead,fry,1.14,0.1
steelhead,fry,1.15,0.1
steelhead,fry,1.16,0.1
steelhead,fry,1.17,0.1
steelhead,fry,1.18,0.1
steelhead,fry,1.19,0.1
steelhead,fry,1.2,0.1
steelhead,fry,1.21,0.1
steelhead,fry,1.22,0.1
steelhead,fry,1.23,0.1
steelhead,fry,1.24,0.1
steelhead,fry,1.25,0.1
steelhead,fry,1.26,0.1
steelhead,fry,1.27,0.1
steelhead,fry,1.28,0.1
steelhead,fry,1.29,0.1
steelhead,fry,1.3,0.1
steelhead,fry,1.31,0.1
steelhead,fry,1.32,0.1
steelhead,fry,1.33,0.1
steelhead,fry,1.34,0.1
steelhead,fry,1.35,0.1
steelhead,fry,1.36,0.1
steelhead,fry,1.37,0.1
steelhead,fry,1.38,0.1
steelhead,fry,1.39,0.1
steelhead,fry,1.4,0.1
steelhead,fry,1.41,0.1
steelhead,fry,1.42,0.1
steelhead,fry,1.43,0.1
steelhead,fry,1.44,0.1
steelhead,fry,1.45,0.1
steelhead,fry,1.46,0.1
steelhead,fry,1.47,0.1
steelhead,fry,1.48,0.1
steelhead,fry,1.49,0.1
steelhead,fry,1.5,0.1
steelhead,fry,1.51,0.1
steelhead,fry,1.52,0.1
steelhead,fry,1.53,0.1
steelhead,fry,1.54,0.1
steelhead,fry,1.55,0.1
steelhead,fry,1.56,0.1
steelhead,fry,1.57,0.1
steelhead,fry,1.58,0.1
steelhead,fry,1.59,0.1
steelhead,fry,1.6,0.1
steelhead,fry,1.61,0.1
steelhead,fry,1.62,0.1
steelhead,fry,1.63,0.1
steelhead,fry,1.64,0.1
steelhead,fry,1.65,0.1
steelhead,fry,1.66,0.1
steelhead,fry,1.67,0.1
steelhead,fry,1.68,0.1
steelhead,fry,1.69,0.1
steelhead,fry,1.7,0.1
steelhead,fry,1.71,0.1
steelhead,fry,1.72,0.1
steelhead,fry,1.73,0.1
steelhead,fry,1.74,0.1
steelhead,fry,1.75,0.1
steelhead,fry,1.76,0.1
steelhead,fry,1.77,0.1
steelhead,fry,1.78,0.1
steelhead,fry,1.79,0.1
steelhead,fry,1.8,0.1
steelhead,fry,1.81,0.1
steelhead,fry,1.82,0.1
steelhead,fry,1.83,0.1
steelhead,fry,1.84,0.1
steelhead,fry,1.85,0.1
steelhead,fry,1.86,0.1
steelhead,fry,1.87,0.1
steelhead,fry,1.88,0.1
steelhead,fry,1.89,0.1
steelhead,fry,1.9,0.1
steelhead,fry,1.91,0.1
steelhead,fry,1.92,0.1
steelhead,fry,1.93,0.1
steelhead,fry,1.94,0.1
steelhead,fry,1.95,0.1
steelhead,fry,1.96,0.1
steelhead,fry,1.97,0.1
steelhead,fry,1.98,0.1
steelhead,fry,1.99,0.1
steelhead,fry,2,0.1
steelhead,fry,2.01,0.1
steelhead,fry,2.02,0.1
steelhead,fry,2.03,0.1
steelhead,fry,2.04,0.1
steelhead,fry,2.05,0.1
steelhead,fry,2.06,0.1
steelhead,fry,2.07,0.1
steelhead,fry,2.08,0.1
steelhead,fry,2.09,0.1
steelhead,fry,2.1,0.1
steelhead,fry,2.11,0.1
steelhead,fry,2.12,0.1
steelhead,fry,2.13,0.1
steelhead,fry,2.14,0.1
steelhead,fry,2.15,0.1
steelhead,fry,2.16,0.1
steelhead,fry,2.17,0.1
steelhead,fry,2.18,0.1
steelhead,fry,2.19,0.1
steelhead,fry,2.2,0.1
steelhead,fry,2.21,0.1
steelhead,fry,2.22,0.1
steelhead,fry,2.23,0.1
steelhead,fry,2.24,0.1
steelhead,fry,2.25,0.1
steelhead,fry,2.26,0.1
steelhead,fry,2.27,0.1
steelhead,fry,2.28,0.1
steelhead,fry,2.29,0.1
steelhead,fry,2.3,0.1
steelhead,fry,2.31,0.1
steelhead,fry,2.32,0.1
steelhead,fry,2.33,0.1
steelhead,fry,2.34,0.1
steelhead,fry,2.35,0.1
steelhead,fry,2.36,0.1
steelhead,fry,2.37,0.1
steelhead,fry,2.38,0.1
steelhead,fry,2.39,0.1
steelhead,fry,2.4,0.1
steelhead,fry,2.41,0.1
steelhead,fry,2.42,0.1
steelhead,fry,2.43,0.1
steelhead,fry,2.44,0.1
steelhead,fry,2.45,0.1
steelhead,fry,2.46,0.1
steelhead,fry,2.47,0.1
steelhead,fry,2.48,0.1
steelhead,fry,2.49,0.1
steelhead,fry,2.5,0.1
steelhead,fry,2.51,0.1
steelhead,fry,2.52,0.1
steelhead,fry,2.53,0.1
steelhead,fry,2.54,0.1
steelhead,fry,2.55,0.1
steelhead,fry,2.56,0.1
steelhead,fry,2.57,0.1
steelhead,fry,2.58,0.1
steelhead,fry,2.59,0.1
steelhead,fry,2.6,0.1
steelhead,fry,2.61,0.1
steelhead,fry,2.62,0.1
steelhead,fry,2.63,0.1
steelhead,fry,2.64,0.1
steelhead,fry,2.65,0.1
steelhead,fry,2.66,0.1
steelhead,fry,2.67,0.1
steelhead,fry,2.68,0.1
steelhead,fry,2.69,0.1
steelhead,fry,2.7,0.1
steelhead,fry,2.71,0.1
steelhead,fry,2.72,0.1
steelhead,fry,2.73,0.1
steelhead,fry,2.74,0.1
steelhead,fry,2.75,0.1
steelhead,fry,2.76,0.1
steelhead,fry,2.77,0.1
steelhead,fry,2.78,0.1
steelhead,fry,2.79,0.1
steelhead,fry,2.8,0.1
steelhead,fry,2.81,0.1
steelhead,fry,2.82,0.1
steelhead,fry,2.83,0.1
steelhead,fry,2.84,0.1
steelhead,fry,2.85,0.1
steelhead,fry,2.86,0.1
steelhead,fry,2.87,0.1
steelhead,fry,2.88,0.1
steelhead,fry,2.89,0.1
steelhead,fry,2.9,0.1
steelhead,fry,2.91,0.1
steelhead,fry,2.92,0.1
steelhead,fry,2.93,0.1
steelhead,fry,2.94,0.1
steelhead,fry,2.95,0.1
steelhead,fry,2.96,0.1
steelhead,fry,2.97,0.1
steelhead,fry,2.98,0.1
steelhead,fry,2.99,0.1
steelhead,fry,3,0.1
steelhead,fry,3.01,0.1
steelhead,fry,3.02,0.1
steelhead,fry,3.03,0.1
steelhead,fry,3.04,0.1
steelhead,fry,3.05,0.1
steelhead,fry,3.06,0.1
steelhead,fry,3.07,0.1
steelhead,fry,3.08,0.1
steelhead,fry,3.09,0.1
steelhead,fry,3.1,0.1
steelhead,fry,3.11,0.1
steelhead,fry,3.12,0.1
steelhead,fry,3.13,0.1
steelhead,fry,3.14,0.1
steelhead,fry,3.15,0.1
steelhead,fry,3.16,0.1
steelhead,fry,3.17,0.1
steelhead,fry,3.18,0.1
steelhead,fry,3.19,0.1
steelhead,fry,3.2,0.1
steelhead,fry,3.21,0.1
steelhead,fry,3.22,0.1
steelhead,fry,3.23,0.1
steelhead,fry,3.24,0.1
steelhead,fry,3.25,0.1
steelhead,fry,3.26,0.1
steelhead,fry,3.27,0.1
steelhead,fry,3.28,0.1
steelhead,fry,3.29,0.1
steelhead,fry,3.3,0.1
steelhead,fry,3.31,0.1
steelhead,fry,3.32,0.1
steelhead,fry,3.33,0.1
steelhead,fry,3.34,0.1
steelhead,fry,3.35,0.1
steelhead,fry,3.36,0.1
steelhead,fry,3.37,0.1
steelhead,fry,3.38,0.1
steelhead,fry,3.39,0.1
steelhead,fry,3.4,0.1
steelhead,fry,3.41,0.1
steelhead,fry,3.42,0.1
steelhead,fry,3.43,0.1
steelhead,fry,3.44,0.1
steelhead,fry,3.45,0.1
steelhead,fry,3.46,0.1
steelhead,fry,3.47,0.1
steelhead,fry,3.48,0.1
steelhead,fry,3.49,0.1
steelhead,fry,3.5,0.1
steelhead,fry,3.51,0.1
steelhead,fry,3.52,0.1
steelhead,fry,3.53,0.1
steelhead,fry,3.54,0.1
steelhead,fry,3.55,0.1
steelhead,fry,3.56,0.1
steelhead,fry,3.57,0.1
steelhead,fry,3.58,0.1
steelhead,fry,3.59,0.1
steelhead,fry,3.6,0.1
steelhead,fry,3.61,0.1
steelhead,fry,3.62,0.1
steelhead,fry,3.63,0.1
steelhead,fry,3.64,0.1
steelhead,fry,3.65,0.1
steelhead,fry,3.66,0.1
steelhead,fry,3.67,0.1
steelhead,fry,3.68,0.1
steelhead,fry,3.69,0.1
steelhead,fry,3.7,0.1
steelhead,fry,3.71,0.1
steelhead,fry,3.72,0.1
steelhead,fry,3.73,0.1
steelhead,fry,3.74,0.1
steelhead,fry,3.75,0.1
steelhead,fry,3.76,0.1
steelhead,fry,3.77,0.1
steelhead,fry,3.78,0.1
steelhead,fry,3.79,0.1
steelhead,fry,3.8,0.1
steelhead,fry,3.81,0.1
steelhead,fry,3.82,0.1
steelhead,fry,3.83,0.1
steelhead,fry,3.84,0.1
steelhead,fry,3.85,0.1
steelhead,fry,3.86,0.1
steelhead,fry,3.87,0.1
steelhead,fry,3.88,0.1
steelhead,fry,3.89,0.1
steelhead,fry,3.9,0.1
steelhead,fry,3.91,0.1
steelhead,fry,3.92,0.1
steelhead,fry,3.93,0.1
steelhead,fry,3.94,0.1
steelhead,fry,3.95,0.1
steelhead,fry,3.96,0.1
steelhead,fry,3.97,0.1
steelhead,fry,3.98,0.1
steelhead,fry,3.99,0.1
steelhead,fry,4,0.1
steelhead,parr,0,0
steelhead,parr,0.01,0
steelhead,parr,0.02,0
steelhead,parr,0.03,0.04
steelhead,parr,0.04,0.09
steelhead,parr,0.05,0.13
steelhead,parr,0.06,0.17
steelhead,parr,0.07,0.21
steelhead,parr,0.08,0.25
steelhead,parr,0.09,0.29
steelhead,parr,0.1,0.33
steelhead,parr,0.11,0.37
steelhead,parr,0.12,0.42
steelhead,parr,0.13,0.46
steelhead,parr,0.14,0.51
steelhead,parr,0.15,0.55
steelhead,parr,0.16,0.59
steelhead,parr,0.17,0.63
steelhead,parr,0.18,0.67
steelhead,parr,0.19,0.71
steelhead,parr,0.2,0.75
steelhead,parr,0.21,0.78
steelhead,parr,0.22,0.81
steelhead,parr,0.23,0.85
steelhead,parr,0.24,0.88
steelhead,parr,0.25,0.91
steelhead,parr,0.26,0.92
steelhead,parr,0.27,0.94
steelhead,parr,0.28,0.95
steelhead,parr,0.29,0.97
steelhead,parr,0.3,0.98
steelhead,parr,0.31,0.98
steelhead,parr,0.32,0.99
steelhead,parr,0.33,0.99
steelhead,parr,0.34,1
steelhead,parr,0.35,1
steelhead,parr,0.36,1
steelhead,parr,0.37,1
steelhead,parr,0.38,1
steelhead,parr,0.39,1
steelhead,parr,0.4,1
steelhead,parr,0.41,1
steelhead,parr,0.42,1
steelhead,parr,0.43,1
steelhead,parr,0.44,1
steelhead,parr,0.45,1
steelhead,parr,0.46,1
steelhead,parr,0.47,1
steelhead,parr,0.48,1
steelhead,parr,0.49,1
steelhead,parr,0.5,1
steelhead,parr,0.51,1
steelhead,parr,0.52,1
steelhead,parr,0.53,1
steelhead,parr,0.54,1
steelhead,parr,0.55,1
steelhead,parr,0.56,1
steelhead,parr,0.57,1
steelhead,parr,0.58,1
steelhead,parr,0.59,1
steelhead,parr,0.6,1
steelhead,parr,0.61,1
steelhead,parr,0.62,1
steelhead,parr,0.63,1
steelhead,parr,0.64,1
steelhead,parr,0.65,1
steelhead,parr,0.66,1
steelhead,parr,0.67,1
steelhead,parr,0.68,1
steelhead,parr,0.69,1
steelhead,parr,0.7,1
steelhead,parr,0.71,1
steelhead,parr,0.72,1
steelhead,parr,0.73,1
steelhead,parr,0.74,1
steelhead,parr,0.75,1
steelhead,parr,0.76,1
steelhead,parr,0.77,1
steelhead,parr,0.78,1
steelhead,parr,0.79,1
steelhead,parr,0.8,1
steelhead,parr,0.81,1
steelhead,parr,0.82,1
steelhead,parr,0.83,1
steelhead,parr,0.84,1
steelhead,parr,0.85,1
steelhead,parr,0.86,1
steelhead,parr,0.87,1
steelhead,parr,0.88,1
steelhead,parr,0.89,1
steelhead,parr,0.9,1
steelhead,parr,0.91,1
steelhead,parr,0.92,1
steelhead,parr,0.93,1
steelhead,parr,0.94,1
steelhead,parr,0.95,1
steelhead,parr,0.96,1
steelhead,parr,0.97,1
steelhead,parr,0.98,1
steelhead,parr,0.99,1
steelhead,parr,1,1
steelhead,parr,1.01,1
steelhead,parr,1.02,1
steelhead,parr,1.03,1
steelhead,parr,1.04,1
steelhead,parr,1.05,1
steelhead,parr,1.06,1
steelhead,parr,1.07,1
steelhead,parr,1.08,1
steelhead,parr,1.09,1
steelhead,parr,1.1,1
steelhead,parr,1.11,1
steelhead,parr,1.12,1
steelhead,parr,1.13,1
steelhead,parr,1.14,1
steelhead,parr,1.15,1
steelhead,parr,1.16,1
steelhead,parr,1.17,1
steelhead,parr,1.18,1
steelhead,parr,1.19,1
steelhead,parr,1.2,1
steelhead,parr,1.21,1
steelhead,parr,1.22,1
steelhead,parr,1.23,1
steelhead,parr,1.24,1
steelhead,parr,1.25,1
steelhead,parr,1.26,1
steelhead,parr,1.27,1
steelhead,parr,1.28,1
steelhead,parr,1.29,1
steelhead,parr,1.3,1
steelhead,parr,1.31,1
steelhead,parr,1.32,1
steelhead,parr,1.33,1
steelhead,parr,1.34,1
steelhead,parr,1.35,1
steelhead,parr,1.36,1
steelhead,parr,1.37,1
steelhead,parr,1.38,1
steelhead,parr,1.39,1
steelhead,parr,1.4,1
steelhead,parr,1.41,1
steelhead,parr,1.42,1
steelhead,parr,1.43,1
steelhead,parr,1.44,1
steelhead,parr,1.45,1
steelhead,parr,1.46,1
steelhead,parr,1.47,1
steelhead,parr,1.48,1
steelhead,parr,1.49,1
steelhead,parr,1.5,1
steelhead,parr,1.51,1
steelhead,parr,1.52,1
steelhead,parr,1.53,1
steelhead,parr,1.54,1
steelhead,parr,1.55,1
steelhead,parr,1.56,1
steelhead,parr,1.57,1
steelhead,parr,1.58,1
steelhead,parr,1.59,1
steelhead,parr,1.6,1
steelhead,parr,1.61,1
steelhead,parr,1.62,1
steelhead,parr,1.63,1
steelhead,parr,1.64,1
steelhead,parr,1.65,1
steelhead,parr,1.66,1
steelhead,parr,1.67,1
steelhead,parr,1.68,1
steelhead,parr,1.69,1
steelhead,parr,1.7,1
steelhead,parr,1.71,1
steelhead,parr,1.72,1
steelhead,parr,1.73,1
steelhead,parr,1.74,1
steelhead,parr,1.75,1
steelhead,parr,1.76,1
steelhead,parr,1.77,1
steelhead,parr,1.78,1
steelhead,parr,1.79,1
steelhead,parr,1.8,1
steelhead,parr,1.81,1
steelhead,parr,1.82,1
steelhead,parr,1.83,1
steelhead,parr,1.84,1
steelhead,parr,1.85,1
steelhead,parr,1.86,1
steelhead,parr,1.87,1
steelhead,parr,1.88,1
steelhead,parr,1.89,1
steelhead,parr,1.9,1
steelhead,parr,1.91,1
steelhead,parr,1.92,1
steelhead,parr,1.93,1
steelhead,parr,1.94,1
steelhead,parr,1.95,1
steelhead,parr,1.96,1
steelhead,parr,1.97,1
steelhead,parr,1.98,1
steelhead,parr,1.99,1
steelhead,parr,2,1
steelhead,parr,2.01,1
steelhead,parr,2.02,1
steelhead,parr,2.03,1
steelhead,parr,2.04,1
steelhead,parr,2.05,1
steelhead,parr,2.06,1
steelhead,parr,2.07,1
steelhead,parr,2.08,1
steelhead,parr,2.09,1
steelhead,parr,2.1,1
steelhead,parr,2.11,1
steelhead,parr,2.12,1
steelhead,parr,2.13,1
steelhead,parr,2.14,1
steelhead,parr,2.15,1
steelhead,parr,2.16,1
steelhead,parr,2.17,1
steelhead,parr,2.18,1
steelhead,parr,2.19,1
steelhead,parr,2.2,1
steelhead,parr,2.21,1
steelhead,parr,2.22,1
steelhead,parr,2.23,1
steelhead,parr,2.24,1
steelhead,parr,2.25,1
steelhead,parr,2.26,1
steelhead,parr,2.27,1
steelhead,parr,2.28,1
steelhead,parr,2.29,1
steelhead,parr,2.3,1
steelhead,parr,2.31,1
steelhead,parr,2.32,1
steelhead,parr,2.33,1
steelhead,parr,2.34,1
steelhead,parr,2.35,1
steelhead,parr,2.36,1
steelhead,parr,2.37,1
steelhead,parr,2.38,1
steelhead,parr,2.39,1
steelhead,parr,2.4,1
steelhead,parr,2.41,1
steelhead,parr,2.42,1
steelhead,parr,2.43,1
steelhead,parr,2.44,1
steelhead,parr,2.45,1
steelhead,parr,2.46,1
steelhead,parr,2.47,1
steelhead,parr,2.48,1
steelhead,parr,2.49,1
steelhead,parr,2.5,1
steelhead,parr,2.51,1
steelhead,parr,2.52,1
steelhead,parr,2.53,1
steelhead,parr,2.54,1
steelhead,parr,2.55,1
steelhead,parr,2.56,1
steelhead,parr,2.57,1
steelhead,parr,2.58,1
steelhead,parr,2.59,1
steelhead,parr,2.6,1
steelhead,parr,2.61,1
steelhead,parr,2.62,1
steelhead,parr,2.63,1
steelhead,parr,2.64,1
steelhead,parr,2.65,1
steelhead,parr,2.66,1
steelhead,parr,2.67,1
steelhead,parr,2.68,1
steelhead,parr,2.69,1
steelhead,parr,2.7,1
steelhead,parr,2.71,1
steelhead,parr,2.72,1
steelhead,parr,2.73,1
steelhead,parr,2.74,1
steelhead,parr,2.75,1
steelhead,parr,2.76,1
steelhead,parr,2.77,1
steelhead,parr,2.78,1
steelhead,parr,2.79,1
steelhead,parr,2.8,1
steelhead,parr,2.81,1
steelhead,parr,2.82,1
steelhead,parr,2.83,1
steelhead,parr,2.84,1
steelhead,parr,2.85,1
steelhead,parr,2.86,1
steelhead,parr,2.87,1
steelhead,parr,2.88,1
steelhead,parr,2.89,1
steelhead,parr,2.9,1
steelhead,parr,2.91,1
steelhead,parr,2.92,1
steelhead,parr,2.93,1
steelhead,parr,2.94,1
steelhead,parr,2.95,1
steelhead,parr,2.96,1
steelhead,parr,2.97,1
steelhead,parr,2.98,1
steelhead,parr,2.99,1
steelhead,parr,3,1
steelhead,parr,3.01,1
steelhead,parr,3.02,1
steelhead,parr,3.03,1
steelhead,parr,3.04,1
steelhead,parr,3.05,1
steelhead,parr,3.06,1
steelhead,parr,3.07,1
steelhead,parr,3.08,1
steelhead,parr,3.09,1
steelhead,parr,3.1,1
steelhead,parr,3.11,1
steelhead,parr,3.12,1
steelhead,parr,3.13,1
steelhead,parr,3.14,1
steelhead,parr,3.15,1
steelhead,parr,3.16,1
steelhead,parr,3.17,1
steelhead,parr,3.18,1
steelhead,parr,3.19,1
steelhead,parr,3.2,1
steelhead,parr,3.21,1
steelhead,parr,3.22,1
steelhead,parr,3.23,1
steelhead,parr,3.24,1
steelhead,parr,3.25,1
steelhead,parr,3.26,1
steelhead,parr,3.27,1
steelhead,parr,3.28,1
steelhead,parr,3.29,1
steelhead,parr,3.3,1
steelhead,parr,3.31,1
steelhead,parr,3.32,1
steelhead,parr,3.33,1
steelhead,parr,3.34,1
steelhead,parr,3.35,1
steelhead,parr,3.36,1
steelhead,parr,3.37,1
steelhead,parr,3.38,1
steelhead,parr,3.39,1
steelhead,parr,3.4,1
steelhead,parr,3.41,1
steelhead,parr,3.42,1
steelhead,parr,3.43,1
steelhead,parr,3.44,1
steelhead,parr,3.45,1
steelhead,parr,3.46,1
steelhead,parr,3.47,1
steelhead,parr,3.48,1
steelhead,parr,3.49,1
steelhead,parr,3.5,1
steelhead,parr,3.51,1
steelhead,parr,3.52,1
